Date;Horizon;M_S1_Moisture;M_S1_Temperature;M_S1_Salinity;M_S2_Moisture;M_S2_Temperature;M_S2_Salinity;M_S3_Moisture;M_S3_Temperature;M_S3_Salinity;T_S4_Moisture;T_S4_Temperature;T_S4_Salinity;T_S5_Moisture;T_S5_Temperature;T_S5_Salinity;T_S6_Moisture;T_S6_Temperature;T_S6_Salinity
20150619;45;21.44;36.9;3.1;17.92;37.1;2.3;13.6;36.8;1.2;12.23;36.2;1.2;18.92;35.7;1.8;11.49;35.4;2.1
20150619;60;19.97;37;3.3;19.85;37.2;2.3;15.6;36.8;1.5;20;36.1;1.9;18.21;35.8;1.5;21.34;35.3;2.9
20150619;75;15.31;37;2.7;23.54;37;2.9;11.98;36.7;2;30.65;36.1;3.1;11.5;35.7;1.5;32.29;35.3;3.8
20150619;90;18.65;37;2.9;27.65;37.2;3.3;10.49;36.7;2.5;30.41;36;3;15.24;35.7;1.8;32.24;35.3;3.6
20150619;105;25.44;37.1;4.1;25.74;37.1;2.9;11.4;36.5;2.8;31.49;36.1;2.7;26.5;35.6;3.1;32.68;35.3;4.1
20150619;120;27.52;37.1;4.3;28.36;37.1;3.3;11.87;36.5;2.4;37.67;36;3.2;29.02;35.6;3.6;32.06;35.2;3.9
20150619;135;27.21;37.1;3.6;29.79;37;3.7;22.79;36.5;2.4;37.71;36;3.3;32.12;35.6;4;34.28;35.3;4.2
20150619;150;27.52;37.1;3.6;30.33;37;3.8;26.01;36.5;2.4;38.2;36;3.4;33.78;35.5;4.2;33.91;35.2;4.3
20150620;15;19.8;37.8;3.2;15.61;38.1;2.1;19.53;37.5;2.4;9.19;37.1;1.9;15.58;36.6;2.6;11.78;36.1;1.5
20150620;30;21.73;37.8;3.4;17.23;38.1;2;13.66;37.7;2.3;15.86;37;1.7;15.92;36.6;1.8;15.08;36.2;1.4
20150620;45;21.09;37.8;3.1;18.16;38.1;2.1;19.01;37.6;2.3;12.63;37;1;16.24;36.6;1.1;15.02;36.1;1.9
20150620;60;18.96;38;2.6;18.99;38;2.3;24.68;37.5;2.8;14.81;37;0.8;11.12;36.5;1.3;25.19;36.1;3.5
20150620;75;15.84;37.9;2.6;25.53;38;3.3;20.14;37.5;1.8;25.29;37;2.1;6.91;36.5;1.4;30.83;36;3.1
20150620;90;19.31;37.9;3.5;28.1;38;3.6;13.19;37.5;1.4;26.79;37;2.2;13.75;36.5;1.6;31.79;36;3.6
20150620;105;25.15;38;4;29.29;38;3.5;13.72;37.4;1.4;30.15;37;2.5;24.74;36.4;2.9;33.36;36;4.2
20150620;120;27.34;38;4.2;32.04;37.9;3.6;12.92;37.3;1.2;35.33;36.9;3.3;28.72;36.4;3.8;33.62;35.9;4.3
20150620;135;27.46;38;3.6;30.3;37.9;3.2;25.32;37.2;2.3;38.43;36.9;3.3;32.61;36.4;4.1;34.5;35.8;4.2
20150620;150;27.98;38;3.7;30.19;37.8;3.2;29.25;37.2;2.7;38.52;36.8;3.4;34.72;36.3;4.2;34.62;35.8;4.3
20150621;15;20.61;32.5;3;17.67;33.1;2.4;19.35;33.4;2.4;10.51;33.3;1.4;16.3;33.2;2.6;13.13;33;1.8
20150621;30;22.08;32.5;3.3;21.2;33.2;2.5;18.42;33.5;1.8;15.41;33.4;1.6;16.36;33.2;1.7;14.28;33;1.2
20150621;45;21.19;32.7;3.1;20.62;33.2;2.5;18.51;33.5;1.9;12.69;33.4;2.4;16.18;33.2;1.1;9.45;33.1;1.1
20150621;60;19.11;32.7;2.5;19.5;33.2;1.8;23.34;33.5;2.3;18.75;33.4;2.6;10.38;33.3;1.2;20.95;33;2.4
20150621;75;16.42;32.7;2.5;22.38;33.4;2.2;22.08;33.5;2.5;25.52;33.3;2.2;7.05;33.2;1.3;31.18;33;3.7
20150621;90;19.18;32.8;3.1;26.34;33.3;2.8;13.24;33.5;2.4;27.56;33.4;2.7;13.66;33.2;1.6;32.93;33;4.2
20150621;105;25.33;32.8;3.8;27.24;33.3;3.3;14.21;33.4;2.8;29.79;33.3;3;24.36;33.2;2.9;32.54;33;3.8
20150621;120;27.84;32.9;4;31.74;33.4;4.1;13.12;33.4;2.4;33.16;33.3;3.2;28.52;33.2;3.9;32.43;32.9;4
20150621;135;28.07;32.9;3.6;31.59;33.5;3.7;17.02;33.5;2.6;38.93;33.3;3.5;32.63;33.2;4.2;34.24;32.9;4.3
20150621;150;28.15;33;3.7;32.49;33.4;4;29.61;33.4;2.8;40.16;33.3;3.7;34.38;33.2;4.3;34.71;32.9;4.3
20150622;15;19.51;36.2;3.1;17.21;36;2.1;17.86;35;2.2;12.08;33.8;1.4;6.83;33.2;2.6;10.94;32.6;1.3
20150622;30;18.69;36.3;3.2;20.01;35.9;2.3;19.4;34.9;2.3;12.92;33.7;1.6;17.04;33.1;2.3;13.46;32.5;1.8
20150622;45;20.89;36.2;3.3;22.56;35.9;2.9;20.6;34.9;2.7;12.95;33.7;2.2;20.25;33;2.8;14.29;32.4;2
20150622;60;19.32;36.2;3.1;21.81;35.9;2.7;15.08;34.7;2.5;18.71;33.6;2.7;13.92;33;2.4;22.76;32.5;3.1
20150622;75;15.44;36.1;2.7;23.38;35.8;3;11.94;34.6;1.8;17.36;33.6;2.9;10.38;33;1.5;26.13;32.3;2.4
20150622;90;18.35;36.3;3;25.4;35.7;2.5;8.49;34.6;1.3;22.96;33.5;3.5;8.83;32.9;1.9;27.16;32.3;3.2
20150622;105;24.76;36.2;3.9;22.11;35.8;3.2;11.75;34.3;1.2;25.98;33.6;3.8;16.8;32.8;3.2;22.77;32.4;4.7
20150622;120;27.73;36.1;4.3;31.62;35.4;3.8;11.19;34.3;1.4;29.5;33.5;3.8;9.66;32.8;3.4;30.43;32.3;4.4
20150622;135;28.34;36.1;3.9;31.5;35.3;3.5;22.28;34.1;2.4;10.87;33.3;4.2;29.48;32.8;4.3;35.67;32.2;4.5
20150622;150;28.53;36.1;4;9.96;35.2;4;26.65;34;2.6;39.97;33.3;3.7;33.13;32.7;4.4;35.87;32.2;4.6
20150623;15;20.41;36.2;3;14.32;36;1.4;16.32;35.5;1.7;12.81;35;1.7;14.63;34.4;2.5;12.62;33.8;1.4
20150623;30;20.93;36.1;2.9;14.51;36;1.4;13.71;35.5;1;9.78;34.9;1.7;18.44;34.3;2;14.27;33.9;2.2
20150623;45;21.34;36.2;3.1;17.56;36;2.3;14.24;35.5;1.3;8.56;34.9;2.3;20.36;34.3;2.7;13;33.8;1.9
20150623;60;19.66;36.2;3.3;19.27;36;2.4;13.87;35.4;1.7;14.85;34.9;2.7;15.2;34.3;2.4;21.73;33.7;2.9
20150623;75;12.57;36.1;2.9;22.81;35.9;2.7;10.9;35.3;1.8;26.87;34.8;2.5;8.07;34.2;1.5;31.19;33.7;3.7
20150623;90;8.65;36.1;3.2;26.69;35.9;3.4;9.87;35.4;2.4;28.11;34.7;2.9;11.98;34.1;1.3;32.77;33.6;3.9
20150623;105;23.04;36.2;4.1;37.12;35.8;3.2;12.03;35.3;2.7;30.99;34.7;3.2;21.43;34.1;2;32.24;33.5;4.1
20150623;120;26.77;36.1;4.6;29.6;35.8;3.5;11.7;35.3;2.3;34.71;34.6;3.2;27.45;34;3.4;33.36;33.5;4.2
20150623;135;27.08;36;4.1;29.75;35.8;3.7;20.88;35.1;2.3;38.56;34.6;3.5;32.67;34;4.1;35.51;33.5;4.4
20150623;150;27.81;36.1;4;29.62;35.7;3.9;24.34;35.2;2.3;39.84;34.6;3.6;34.07;34;4.1;35.02;33.5;4.5
20150625;15;19.95;35;3;14.1;35.2;1.4;16.4;34.6;1.7;13.05;34.2;1.7;14.23;33.7;2.5;12.05;33.4;1.4
20150625;30;20.82;35;2.9;15.02;35.2;1.4;13.52;34.6;1;10.12;34.2;1.7;17.86;33.7;2;15.03;33.4;2.2
20150625;45;21.1;35.1;3.1;18.03;35.2;2.3;14;34.6;1.3;8.4;34.2;2.3;20.02;33.7;2.7;13.04;33.4;1.9
20150625;60;19.53;35.1;3.3;19.12;35.2;2.4;13.45;34.5;1.7;14.11;34.2;2.7;16;33.6;2.4;21.18;33.2;2.9
20150625;75;12.55;35.1;2.9;21.98;35.1;2.7;11.05;35.4;1.8;26.45;34.1;2.5;9.12;33.6;1.5;31;33.2;3.7
20150625;90;8.7;35.1;3.2;25.99;35.1;3.4;9.8;34.4;2.4;28.01;34;2.9;12.03;33.6;1.3;31.87;33.2;3.9
20150625;105;22.96;35.1;4.1;37.01;35.1;3.2;13.04;34.5;2.7;34;34.7;3.2;20.1;33.6;2;32.12;33.2;4.1
20150625;120;25.5;35.1;4.6;29.23;35.1;3.5;34.5;34.4;2.3;34.55;33.9;3.2;27.23;33.6;3.4;33.1;33.1;4.2
20150625;135;27;35.2;4.1;29.7;35.1;3.7;21;34.4;2.3;33.9;34.6;3.5;32.14;33.6;4.1;34.26;33.1;4.4
20150625;150;27.8;35.2;4;29.43;35;3.9;24.1;34.4;2.3;38.94;33.8;3.6;33.98;33.4;4.1;34.85;33.1;4.5
20150628;15;19.55;32.1;3;14.08;32.8;2.2;17.59;33.1;2.3;12.61;33.1;2;14.3;33.3;2.4;12.12;33.2;1.7
20150628;30;20.65;32.2;3;16.77;32.8;2.2;13.59;33;1.3;8.24;33.2;1.2;15.36;33.2;1.6;13.21;33.2;1.3
20150628;45;21.31;32.2;3.3;17.42;32.9;2;15.03;33.1;1.3;7.04;33.1;0.8;15.45;33.3;1.2;8.37;33.2;1.1
20150628;60;19.28;32.3;2.9;17.71;32.9;1.9;20.23;33.1;2.1;12.21;33.1;0.9;10.03;33.2;1.2;17.72;33.1;2.1
20150628;75;15.14;32.3;2.6;21.02;33;2.4;19.42;33.1;2.4;24.23;33.2;2.1;7.02;33.3;1.4;25.47;33.1;3.4
20150628;90;18.13;32.4;2.9;25.17;33;2.6;12.23;33.1;2.5;26.58;33.1;2.5;13.27;33.3;1.6;28.41;33.1;4.1
20150628;105;24.51;32.5;3.8;25.53;33;2.8;11.98;33;2.9;30.67;33.3;2.7;24.29;33.3;2.9;29.95;33.1;3.7
20150628;120;27.45;32.5;4.4;29.2;33;3.5;11.09;33.1;2.4;35.18;33.2;3.4;28.63;33.2;3.9;30.58;33.1;4
20150628;135;27.88;32.5;4.1;28.98;33;3.1;18.16;33;2.4;37.99;33.3;3.4;33.53;33.2;4.3;35.29;33.1;4.6
20150628;150;27.95;32.5;4.1;29.46;33;3.2;22.36;33.1;2.3;39.11;33.3;3.5;35.33;33.2;4.3;35.76;33.1;4.6
20150629;15;18.87;36.6;3;12.7;36.8;2;17.55;36.8;2.4;11.5;36.6;1.4;13.72;36.2;2.4;10.05;35.9;1.4
20150629;30;20.43;36.6;3.1;14.77;36.9;1.9;13.36;36.8;1.5;14.69;36.6;1.6;17.49;36.3;2.2;13.58;36;1.6
20150629;45;21.13;36.6;3.2;16.33;37;1.7;14.72;36.9;1.4;16.07;36.6;2.3;20.28;36.2;2.6;15.98;36;2
20150629;60;19.32;36.6;2.8;17.62;36.9;2.2;19.8;36.7;2.2;15.4;36.5;2.3;19.97;36.1;2.6;21.25;35.9;3.2
20150629;75;15.42;36.7;2.5;20.97;37;2.6;16.68;36.8;2.9;23.53;36.5;2;18.06;36.2;2.2;25.43;35.9;3.1
20150629;90;17.82;36.7;2.8;25.48;36.9;2.9;11.42;36.6;2.4;28.49;36.4;3.1;22.57;36.1;2.3;28.58;35.9;3.7
20150629;105;24.83;36.7;3.9;26.24;36.9;2.8;13.38;36.8;2.7;33.01;36.4;3.5;27;36.1;3.1;30.58;35.8;4.2
20150629;120;27.56;36.8;4.5;28.54;36.9;3.7;11.94;36.7;2.2;37.52;36.4;3.5;28.81;36;3.3;32.21;35.9;4.4
20150629;135;27.8;36.8;4.1;28.57;36.9;3;17.93;36.6;2.5;36.36;36.4;3.4;32.09;36;4;34.68;35.8;4.4
20150629;150;27.93;36.8;4.1;28.3;36.9;3;21.34;36.6;2.5;39.98;36.3;3.6;33.17;36;4.1;35.08;35.9;4.4
20150630;15;18.59;37.7;3;13.15;37.5;1.4;17.84;37.3;2.6;9.41;36.8;1.5;13.84;36.3;2.8;10.21;35.8;1.3
20150630;30;21.03;37.6;3.2;17.33;37.6;2;14.21;37.3;2.2;8.57;36.7;1.1;15.83;36.2;2;11.39;35.7;1.3
20150630;45;20.81;37.6;3;20.2;37.6;2.8;16.56;37.2;2.3;7.97;36.7;1;15.91;36.2;1.4;8.84;35.8;1.1
20150630;60;18.99;37.6;2.7;19.52;37.6;2.7;20.3;37.2;2.7;16.22;36.6;1.6;10.21;36.2;1.4;17.85;35.7;2
20150630;75;15.04;37.5;2.3;20.71;37.6;2.9;16.83;37.1;1.9;28.31;36.6;2.9;6.24;36.1;1.5;23.63;35.7;3.3
20150630;90;18.23;37.6;3.4;23.94;37.5;2.8;12.11;37;1.5;29.4;36.6;2.8;12.55;36.1;1.7;26.17;35.7;3.9
20150630;105;24.97;37.7;4.2;25.8;37.5;3.1;12.8;37.1;1.4;31.82;36.5;2.8;23.66;36;3;27.8;35.6;3.4
20150630;120;26.81;37.6;4.2;31.11;37.5;4.1;10.5;37;1.3;37.65;36.5;3.4;28.18;36;4;29.52;35.6;3.9
20150630;135;27.37;37.7;3.8;30.8;37.4;3.9;16.12;37;2;37.45;36.5;3.4;32.59;36;4.3;34.45;35.5;4.7
20150630;150;27.74;37.6;4;30.87;37.5;3.8;20.98;36.9;2.2;38.81;36.5;3.6;34.52;35.9;4.4;35.32;35.5;4.7
20150701;15;19.39;33;3;16.97;33.6;2.3;15.9;33.6;1.8;11.51;33.6;1.7;13.81;33.6;2.4;10.73;33.3;1.3
20150701;30;20.32;33;3.1;20.53;33.6;2.9;12.29;33.7;1.1;7.94;33.6;1.7;17.08;33.5;2.8;14.97;33.2;2.2
20150701;45;20.78;33.1;3.3;20.89;33.7;2.9;13.5;33.7;1.3;9.39;33.5;1.9;16.11;33.5;2.7;13.99;33.3;1.8
20150701;60;18.99;33.1;3;17.93;33.6;1.9;18.16;33.7;1.9;22.13;33.5;3;13.36;33.5;2.4;18.99;33.2;2.8
20150701;75;14.32;33.2;2.7;19.91;33.6;2.1;16.69;33.6;2.7;27.41;33.5;2.7;11.57;33.5;1.8;25.75;33.1;3.7
20150701;90;17.91;33.5;2.9;23.55;33.6;2.6;12.04;33.7;2.5;29.17;33.6;3;17.88;33.5;1.8;27.68;33.2;3.8
20150701;105;24.61;33.5;4;25.56;33.7;3.4;13.72;33.7;2.8;31.76;33.5;3.4;25.19;33.4;2.9;29.38;33.1;3.9
20150701;120;27.16;33.5;4.6;30.59;33.7;4.2;11.4;33.7;2.3;36.31;33.6;3.6;29.59;33.4;3.9;31.88;33.1;4.2
20150701;135;27.43;33.5;4.2;30.77;33.8;3.8;17.27;33.7;2.5;36.53;33.5;3.5;33.72;33.4;4.4;34.56;33.1;4.4
20150701;150;27.53;33.5;4;31.31;33.7;4;20.96;33.6;2.5;38.29;33.5;3.7;35.6;33.4;4.5;34.05;33;4.4
20150706;15;25.8;33.9;3.7;26.85;33.7;3;26.11;33.5;2.8;17.67;33.1;1.6;24.73;32.5;3;17.73;32.3;1.8
20150706;30;21.8;33.8;3.2;25.46;33.7;3.6;16.05;33.5;1.4;22.55;33;2.5;22.44;32.6;3.5;22.36;32.2;2.5
20150706;45;21.23;33.8;3.3;22.81;33.7;2.6;19.83;33.4;2.3;26.24;33;3;22.19;32.5;3.2;21.04;32.2;2.3
20150706;60;18.67;33.8;2.8;19.34;33.8;2.2;23.55;33.5;2.8;28.4;33;3.5;20.77;32.5;2.9;25.06;32.1;3.5
20150706;75;15.55;33.8;2.6;20.64;33.7;2.6;13.36;33.4;2.4;28.66;32.9;3;18.52;32.5;2.2;31.87;32.1;4.2
20150706;90;17.63;33.8;2.9;24.43;33.7;2.7;10.71;33.4;1.6;29.82;32.8;3;22.43;32.5;2.7;30.85;32;4.2
20150706;105;24.54;33.8;4.1;24.63;33.7;2.7;12.54;33.3;1.7;31.93;32.8;3;26.04;32.4;3.1;31.35;32.1;4.3
20150706;120;27.07;33.9;4.5;28.72;33.6;3.8;13.13;33.3;1.7;36.87;32.8;3.4;29.66;32.4;4;31.67;32;4.3
20150706;135;27.42;33.8;4.2;28.89;33.6;3.1;20.77;33.2;2.4;38.66;32.7;3.5;33.99;32.3;4.5;34.86;32;4.4
20150706;150;27.66;33.8;4;28.52;33.5;3.1;23.8;33.1;2.6;38.88;32.8;3.7;35.97;32.3;4.5;34.91;32;4.5
20150707;15;23.95;38.9;4.1;24.44;38.9;2.6;23.73;38.2;2.9;15.04;37.4;1.6;22.84;36.6;2.7;15.55;35.7;2
20150707;30;22.3;39;3.6;24.2;38.9;3;22.14;38.2;2.7;14.07;37.3;1.1;21.68;36.5;2.6;19.18;35.7;2
20150707;45;21.23;39;3.3;24.54;38.8;3;21.6;38.1;3.1;22.66;37.4;2.6;23.87;36.5;2.8;19.27;35.6;1.9
20150707;60;18.07;39;2.6;22.21;38.8;3.1;15.52;38;2;26.55;37.2;3.5;23.9;36.4;2.9;25.46;35.5;3.5
20150707;75;14.39;39;2.4;22.34;38.7;3.4;10.15;38;1.4;27.07;37.1;2.8;21.39;36.3;2.2;31.35;35.4;4.3
20150707;90;17.63;39.1;3.4;25.18;38.5;3.5;9.55;37.8;1;27.77;37.2;2.8;23.62;36.2;2.8;31.73;35.3;4.2
20150707;105;24.66;39.1;4.3;26.6;38.6;3.3;11.36;37.8;1.3;29.58;37.1;2.9;28.01;36.2;3.7;31.77;35.4;4.3
20150707;120;26.41;39.1;4.3;30.47;38.5;4;11.17;37.8;1.3;33.9;37;3.4;30.19;36.1;4.3;32.78;35.2;4.3
20150707;135;26.74;39.2;4;30.3;38.5;3.7;19.89;37.7;2.1;39.58;36.9;3.7;33.96;36;4.8;35.21;35.3;4.4
20150707;150;27.07;39.1;4.1;30.15;38.5;3.6;23.54;37.6;2.5;39.51;36.8;3.9;35.51;35.9;4.7;34.62;35.2;4.5
20150708;15;23.15;39.2;3.9;21.81;39.3;2.4;23.05;38.7;2.7;18.69;38;2.3;20.55;37.3;2.6;14.21;36.7;1.6
20150708;30;21.84;39.3;3.4;20.71;39.3;2.4;21.7;38.7;2.8;10.34;37.9;2.4;20.86;37.2;2.8;18.71;36.6;1.8
20150708;45;21.54;39.2;3.5;18.82;39.2;1.9;21.29;38.6;3;12.29;37.8;2.3;24.37;37.1;3.7;20.01;36.6;2.6
20150708;60;18.99;39.2;2.9;19.29;39.2;2.2;18.74;38.6;2.3;24.13;37.7;3.2;24.09;37.1;3.3;26.08;36.5;4.3
20150708;75;15.27;39.2;2.8;21.48;39.2;2.7;11.25;38.5;1.9;30.79;37.7;3.1;22.41;37.1;2.7;30;36.4;3.8
20150708;90;17.28;39.2;2.9;25.06;39.1;2.9;9.57;38.4;1.1;30.67;37.7;3.2;23.36;37;2.5;31.01;36.4;4.2
20150708;105;23.71;39.3;4.1;25.59;39.1;2.8;11.15;38.3;1.4;33.14;37.6;3.4;27.87;37;3.4;31.51;36.4;4.5
20150708;120;26.69;39.3;4.6;28.82;39;3.9;12.75;38.3;1.5;37.45;37.5;3.5;29.83;36.9;3.8;32.18;36.3;4.6
20150708;135;27.57;39.3;4.2;28.88;39;3.2;21.48;38.2;2.3;38.09;37.5;3.5;33.76;36.9;4.4;34.79;36.2;4.4
20150708;150;27.6;39.3;4.2;28.67;39;3.2;23.94;38.1;2.6;39.98;37.5;3.6;35.48;36.9;4.5;34.53;36.2;4.5
20150710;15;22.23;32;3.5;20.55;32.4;2.1;18.07;32.5;2.3;10.38;32.2;2;17.95;32;2.4;12.87;31.7;1.5
20150710;30;22.56;32;3.6;20.81;32.5;2.5;16.32;32.6;2.8;14.18;32.3;2.3;19.75;31.9;2.4;16.43;31.7;1.4
20150710;45;21.1;32;3.3;23.26;32.5;2.9;16.6;32.5;2.5;18.48;32.3;2.4;22.91;32;3.2;18.75;31.6;2.2
20150710;60;18.54;32.1;2.7;21.69;32.5;2.9;13.79;32.4;1.8;24.46;32.2;3.2;22.5;32;3;24.67;31.6;3.8
20150710;75;14.25;32;2.5;22.85;32.5;3.2;10.74;32.5;1.4;30.15;32.2;3.2;16.23;32;2.2;29.09;31.6;3.7
20150710;90;18.06;32.1;3.5;25.72;32.5;3.4;10.55;32.4;1;30.62;32.1;3.3;19.74;31.9;1.9;30.53;31.5;3.9
20150710;105;24.66;32.1;4.2;27.12;32.5;3.3;11.2;32.4;1.3;33.25;32.2;3.6;29.52;32;3;30.48;31.5;4.4
20150710;120;26.76;32.2;4.2;31.35;32.5;4.1;12.18;32.4;1.3;37.88;32.1;3.6;29.73;31.8;3.7;31.13;31.5;4.5
20150710;135;26.97;32.2;3.9;29.77;32.5;3.5;20.07;32.3;2.2;38;32.1;3.5;33.76;31.8;4.4;35;31.5;4.5
20150710;150;27.33;32.2;3.9;28.83;32.5;3.3;23.74;32.4;2.4;39.75;32;3.7;35.49;31.8;4.4;34.8;31.5;4.5
20150712;15;23.07;36.1;3.4;14.38;36.4;1.5;19.02;35.9;2.2;8.57;35.2;1.2;15.1;35;2;14.05;34.4;1.5
20150712;30;20.93;36.2;3.2;15.68;36.4;1.5;13.04;35.9;2.3;15.65;35.3;1.9;17.81;35;2.3;14.19;34.4;2.2
20150712;45;21.03;36.2;3.1;18.89;36.3;2.4;14.8;35.8;2.1;20.31;35.3;2.5;19.45;34.9;2.9;10.91;34.4;2.1
20150712;60;19.74;36.2;3.5;20.3;36.3;2.5;20.32;35.8;2.7;23.65;35.2;3.3;14.22;35;2.6;19.43;34.4;2.8
20150712;75;14.4;36.2;2.8;20.5;36.3;2.1;17.79;35.7;1.9;27.19;35.2;3.1;10.41;34.8;1.8;27.39;34.3;3.7
20150712;90;17.73;36.3;2.9;23.78;36.3;2.7;12.48;35.6;1.4;28.25;35.1;2.9;15.16;34.8;1.5;28.74;34.2;4.1
20150712;105;24.52;36.2;4.1;26.43;36.3;3.4;12.29;35.7;1.4;30.49;35.1;2.8;24.14;34.7;2.7;30.37;34.2;4.3
20150712;120;17.03;36.3;4.6;31.43;36.2;4.2;12.54;35.7;1.4;36.21;35.1;3.4;27.8;34.7;3.2;31.81;34.2;4.3
20150712;135;27.54;36.3;4.2;30.53;36.1;3.8;19.5;35.7;2;39.21;35.1;3.5;31.87;34.5;4.1;34.44;34.1;4.4
20150712;150;27.43;36.4;4.1;31.1;36.2;3.9;22.5;35.7;2.2;39.44;35.1;3.7;34.57;34.5;4.4;34.84;34.2;4.6
20150714;15;18.98;37.9;2.8;15.24;38;1.7;17.86;37.5;2;8.09;37;1.2;15.61;36.3;2.4;12.42;35.8;1.7
20150714;30;21.14;37.9;3.2;17.8;38;2.1;13.04;37.4;1;14.27;37;1.6;19.16;36.4;2.8;15.54;35.8;2.3
20150714;45;21.22;37.9;3.3;20.96;38;2.9;13.28;37.5;1.3;19.31;36.9;2.3;20.23;36.3;2.4;16.17;35.8;2
20150714;60;18.89;37.9;2.8;20.37;38;2.5;14.12;37.3;1.8;23.12;36.9;3.1;19.8;36.2;2.6;19.21;35.7;2.7
20150714;75;15.95;37.9;2.6;21.24;37.9;2.3;10.39;37.3;2.2;27.6;36.9;3.1;18.38;36.1;2.1;27.51;35.7;3.9
20150714;90;17.96;38;2.9;24.28;38;3;9.62;37.3;2.7;29.11;36.8;2.9;22.27;36.2;2.7;28.16;35.6;3.9
20150714;105;24.09;38;3.8;26.32;37.8;3.6;11.36;37.2;2.8;31.31;36.7;2.9;27.25;36.1;3.3;29.75;35.6;4.3
20150714;120;27.11;38;3.8;30.04;37.8;4.2;10.89;37.1;2.5;36.1;36.7;3.4;29.72;36;4.1;31.16;35.5;4.3
20150714;135;27.36;38.1;4;30.1;37.7;3.9;18.22;37.2;2.4;38.74;36.6;3.6;33.99;36;4.5;34.19;35.5;4.5
20150714;150;27.66;38;4.1;29.73;37.7;4;22.25;37;2.3;39.69;36.5;3.7;36.09;36;4.6;34.79;35.4;4.6
20150716;15;20.58;35.2;3.3;14.19;35.3;2.3;19.02;35.1;2.3;12.01;34.6;1.9;15.86;34.2;2.4;12.66;33.9;1.7
20150716;30;21.18;35.1;3.1;17.51;35.4;1.9;13.23;35;2.3;11.12;34.7;1.6;16.48;34.2;1.7;13.12;33.9;1.5
20150716;45;21.06;35.1;3.1;21.17;35.4;2.7;16.59;35;2.2;8.95;34.6;0.9;16.41;34.2;1.5;9.1;33.8;1.2
20150716;60;19.45;35.2;3.2;21.42;35.3;3;21.18;35;2.8;13.9;34.5;1;11.48;34.1;1.3;19.11;33.8;2.4
20150716;75;15.58;35.3;2.5;22.59;35.3;3.4;18.06;35;1.7;23.99;34.5;2.2;6.66;34.1;1.4;25.97;33.7;3.8
20150716;90;18.69;35.3;3.1;24.72;35.3;3.2;12.65;34.9;1.4;26.79;34.5;2.5;13.63;34;1.8;27.23;33.7;4.4
20150716;105;25.15;35.2;4.1;24.9;35.3;3;13.39;34.8;1.4;30.49;34.4;3;23.77;34;3.1;29.12;33.7;4.1
20150716;120;26.94;35.3;4.4;29.57;35.2;4.1;10.85;34.8;1.4;34.98;34.4;3.7;28.01;34;4.2;30.46;33.6;4.3
20150716;135;26.62;35.3;3.8;30.6;35.2;4;17.93;34.8;1.9;38.69;34.3;3.4;32.18;34;4.3;34.08;33.6;4.6
20150716;150;27.01;35.2;3.9;31.1;35.1;3.9;21.94;34.8;2.1;38.86;34.3;3.5;34.17;34;4.4;35.53;33.6;4.7
20150720;15;19;35;3.1;14.03;35.4;1.9;18.98;35.7;2.3;9.99;35.4;2.1;14.71;35;2.5;12.97;34.7;1.6
20150720;30;20.39;35;3.3;19.93;35.5;2.7;13.48;35.6;2.3;11.4;35.4;1.7;15.79;35;1.6;12.12;34.7;1.4
20150720;45;20.51;35;3.2;22.28;35.6;3.2;16.32;35.6;2.2;8.82;35.4;0.9;15.73;35;1.5;9.46;34.6;1.1
20150720;60;18.49;35;2.8;20.65;35.6;3.1;19.51;35.6;2.6;14.54;35.4;1.1;11.16;35;1.4;18.4;34.6;2.3
20150720;75;14.24;35.2;2.5;21.22;35.6;3.3;17.09;35.6;1.9;23.66;35.4;2.2;6.6;35;1.5;24.49;34.6;3.5
20150720;90;18.04;35.2;3.5;24.07;35.6;3.2;11.5;35.6;1.4;26.19;35.3;2.6;13.19;35;1.8;26.5;34.5;4.2
20150720;105;24.49;35.2;4.3;25.36;35.7;3.1;13.09;35.6;1.3;30.19;35.2;3;23.15;35;3.1;28.2;34.6;3.6
20150720;120;26.28;35.3;4.2;29.58;35.7;4.2;9.98;35.5;1.2;35.18;35.2;3.5;27.46;34.8;4.1;28.89;34.6;3.8
20150720;135;26.37;35.4;3.9;30.05;35.8;4;15.27;35.5;1.9;36.6;35.2;3.5;31.44;34.8;4.3;33.55;34.5;4.4
20150720;150;26.74;35.4;4.1;30.31;35.7;3.9;18.81;35.5;2.1;37.43;35.2;3.5;33.37;34.8;4.4;35.65;34.5;4.5
20150724;15;25.54;34.3;4.1;23.69;34.5;2.3;28.7;34.3;3.6;24.58;34;2.7;28.25;33.6;3.1;23.74;33.3;2.7
20150724;30;22.95;34.3;3.5;21.64;34.5;2.4;23.08;34.2;2.7;29.01;34;3.5;24.89;33.6;3;24.07;33.3;2.5
20150724;45;21.15;34.3;3.5;21.76;34.5;2.2;24.26;34.3;3.4;28.49;34;3.2;25.99;33.5;3.1;16.64;33.2;2.1
20150724;60;18.77;34.3;2.8;25.9;34.5;3.5;27.96;34.2;3.6;32.14;33.9;3.7;25.15;33.6;2.5;25.56;33.2;3.4
20150724;75;14.97;34.4;2.7;28.61;34.6;4.1;21.72;34.3;1.8;28.06;33.9;2.8;26.02;33.6;3.1;29.71;33.3;3.7
